"PO_ID","BP_COMPANY_NAME","RESP_BP_ID","NET_AMOUNT","CHANGED_AT","GROSS_AMOUNT","LIFECYCLE_STATUS","APPROVAL_STATUS","CONFIRM_STATUS","ORDERING_STATUS","INVOICING_STATUS","TEXT_NOTE_PO","TAX_AMOUNT","CREATED_AT","CURRENCY_CODE"
"300000228","Becker Berlin","100000047","3962.96","08/17/2018, 00:00:00","4715.92","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000228 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","752.96","12/07/2025, 00:00:00","EUR"
"300000229","Mexican Oil Trading Company","100000062","6595","08/18/2018, 00:00:00","7848.05","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000229 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","1253.05","10/08/2025, 00:00:00","EUR"
"300000230","Japan Insurance Partner","100000080","410","08/19/2018, 00:00:00","487.9","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000230 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","77.9","01/18/2027, 00:00:00","EUR"
"300000231","Pateu","100000065","1136","08/20/2018, 00:00:00","1351.84","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000231 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","215.84","07/09/2021, 00:00:00","EUR"
"300000232","Jologa","100000076","7189","08/21/2018, 00:00:00","8554.91","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000232 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1365.91","01/02/2029, 00:00:00","EUR"
"300000233","Compostela","100000064","4775","08/22/2018, 00:00:00","5682.25","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000233 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","907.25","10/05/2018, 00:00:00","EUR"
"300000234","Russian Electronic Trading Company","100000066","3168","08/23/2018, 00:00:00","3769.92","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000234 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","601.92","03/06/2029, 00:00:00","EUR"
"300000235","PicoBit","100000083","2176","08/24/2018, 00:00:00","2589.45","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000235 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","413.45","02/28/2027, 00:00:00","EUR"
"300000236","JaTeCo","100000070","45407","08/25/2018, 00:00:00","54034.33","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000236 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","8627.33","05/14/2019, 00:00:00","EUR"
"300000237","JaTeCo","100000070","90889","08/26/2018, 00:00:00","108157.91","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000237 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","17268.91","05/20/2018, 00:00:00","EUR"
"300000238","Alpine Systems","100000057","5748.5","08/27/2018, 00:00:00","6840.71","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000238 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1092.21","02/06/2025, 00:00:00","EUR"
"300000239","Tessile Casa Di Roma","100000071","53003","08/28/2018, 00:00:00","63073.57","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000239 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","10070.57","11/04/2021, 00:00:00","EUR"
"300000240","Bionic Research Lab","100000084","1889.91","08/29/2018, 00:00:00","2248.99","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000240 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","359.08","04/18/2024, 00:00:00","EUR"
"300000241","DelBont Industries","100000048","3349.79","05/15/2023, 00:00:00","3986.25","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000241 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","636.46","05/15/2023, 00:00:00","EUR"
"300000242","Quimica Madrilenos","100000068","5631","08/31/2018, 00:00:00","6700.89","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000242 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","1069.89","04/17/2028, 00:00:00","EUR"
"300000243","Talpa","100000049","8464.87","09/01/2018, 00:00:00","10073.19","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000243 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","1608.32","07/08/2023, 00:00:00","EUR"
"300000244","Angeré","100000078","2758.94","09/02/2018, 00:00:00","3283.13","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000244 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","524.19","11/30/2027, 00:00:00","EUR"
"300000245","Indian IT Trading Company","100000085","1437","09/03/2018, 00:00:00","1710.03","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000245 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","273.03","02/23/2021, 00:00:00","EUR"
"300000246","Panorama Studios","100000050","1566.98","09/04/2018, 00:00:00","1864.71","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000246 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","297.73","08/08/2027, 00:00:00","EUR"
"300000247","Russian Electronic Trading Company","100000066","4707","09/05/2018, 00:00:00","5601.33","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000247 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 2</td></tr></table></body></html>","894.33","07/19/2024, 00:00:00","EUR"
"300000248","Baleda","100000077","3314.97","09/06/2018, 00:00:00","3944.81","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000248 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","629.84","07/25/2023, 00:00:00","EUR"
"300000249","Pateu","100000065","2717","09/07/2018, 00:00:00","3233.23","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000249 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","516.23","04/18/2027, 00:00:00","EUR"
"300000250","South American IT Company","100000087","3289","09/08/2018, 00:00:00","3913.91","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000250 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","624.91","11/30/2021, 00:00:00","EUR"
"300000251","Getränkegroßhandel Janssen","100000069","36584","09/09/2018, 00:00:00","43534.96","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000251 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","6950.96","08/18/2023, 00:00:00","EUR"
"300000252","Danish Fish Trading Company","100000089","15246","09/10/2018, 00:00:00","18142.74","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000252 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","2896.74","04/07/2026, 00:00:00","EUR"
"300000253","New Line Design","100000058","5253","09/11/2018, 00:00:00","6251.07","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000253 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","998.07","06/11/2027, 00:00:00","EUR"
"300000254","Talpa","100000049","3754.57","09/12/2018, 00:00:00","4467.94","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000254 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","713.37","06/16/2024, 00:00:00","EUR"
"300000255","Becker Berlin","100000047","5346.96","09/13/2018, 00:00:00","6362.89","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000255 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1015.93","03/26/2027, 00:00:00","EUR"
"300000256","Mexican Oil Trading Company","100000062","3654","09/14/2018, 00:00:00","4348.26","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000256 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","694.26","05/15/2022, 00:00:00","EUR"
"300000257","Bionic Research Lab","100000084","1560.92","09/15/2018, 00:00:00","1857.5","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000257 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","296.58","02/11/2021, 00:00:00","EUR"
"300000258","Robert Brown Entertainment","100000061","2346","09/16/2018, 00:00:00","2791.74","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000258 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","445.74","07/18/2029, 00:00:00","EUR"
"300000259","Pear Computing Services","100000056","1199.8","09/17/2018, 00:00:00","1427.76","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000259 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","227.96","11/05/2028, 00:00:00","EUR"
"300000260","Compostela","100000064","6102","09/18/2018, 00:00:00","7261.38","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000260 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1159.38","08/12/2024, 00:00:00","EUR"
"300000261","Entertainment Argentinia","100000081","399.6","05/15/2023, 00:00:00","475.52","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000261 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","75.92","05/15/2023, 00:00:00","EUR"
"300000262","Developement Para O Governo","100000073","13127","09/20/2018, 00:00:00","15621.13","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000262 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","2494.13","05/05/2029, 00:00:00","EUR"
"300000263","Becker Berlin","100000047","5310.95","09/21/2018, 00:00:00","6320.04","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000263 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","1009.09","11/04/2018, 00:00:00","EUR"
"300000264","Japan Insurance Partner","100000080","201","09/22/2018, 00:00:00","239.19","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000264 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","38.19","10/11/2018, 00:00:00","EUR"
"300000265","HEPA Tec","100000059","10988.1","09/23/2018, 00:00:00","13075.83","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000265 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","2087.73","06/16/2024, 00:00:00","EUR"
"300000266","Florida Holiday Company","100000067","1632","09/24/2018, 00:00:00","1942.08","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000266 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","310.08","01/24/2023, 00:00:00","EUR"
"300000267","Becker Berlin","100000047","98.99","09/25/2018, 00:00:00","117.8","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000267 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-2027</td>'); document.write('</tr>'); document.write('</table>'); </script>","18.81","03/21/2029, 00:00:00","EUR"
"300000268","Asia High tech","100000052","16650","09/26/2018, 00:00:00","19813.5","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000268 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","3163.5","04/12/2028, 00:00:00","EUR"
"300000269","Talpa","100000049","7099.56","05/15/2023, 00:00:00","8448.47","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000269 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1348.91","05/15/2023, 00:00:00","EUR"
"300000270","African Gold And Diamond Corporation","100000082","3344.6","05/15/2023, 00:00:00","3980.08","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000270 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","635.48","05/15/2023, 00:00:00","EUR"
"300000271","Asia High tech","100000052","6408","09/29/2018, 00:00:00","7625.52","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000271 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","1217.52","11/02/2024, 00:00:00","EUR"
"300000272","Robert Brown Entertainment","100000061","1290","05/15/2023, 00:00:00","1535.1","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000272 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1036</td>'); document.write('</tr>'); document.write('</table>'); </script>","245.1","05/15/2023, 00:00:00","EUR"
"300000273","South American IT Company","100000087","1365","10/01/2018, 00:00:00","1624.35","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000273 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","259.35","11/24/2022, 00:00:00","EUR"
"300000274","Laurent","100000053","11581","05/15/2023, 00:00:00","13781.39","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000274 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","2200.39","05/15/2023, 00:00:00","EUR"
"300000275","Getränkegroßhandel Janssen","100000069","39985","10/03/2018, 00:00:00","47582.15","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000275 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","7597.15","07/23/2021, 00:00:00","EUR"
"300000276","Vente Et Réparation de Ordinateur","100000072","15286","05/15/2023, 00:00:00","18190.34","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000276 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","2904.34","05/15/2023, 00:00:00","EUR"
"300000277","SAP","100000046","7716","10/05/2018, 00:00:00","9182.04","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000277 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1466.04","09/20/2023, 00:00:00","EUR"
"300000278","Siwusha","100000088","4879","10/06/2018, 00:00:00","5806.01","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000278 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","927.01","10/06/2023, 00:00:00","EUR"
"300000279","Pear Computing Services","100000056","1366.7","10/07/2018, 00:00:00","1626.37","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000279 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","259.67","02/07/2020, 00:00:00","EUR"
"300000280","South American IT Company","100000087","2262","10/08/2018, 00:00:00","2691.78","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000280 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","429.78","12/05/2027, 00:00:00","EUR"
"300000281","Developement Para O Governo","100000073","4160","10/09/2018, 00:00:00","4950.4","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000281 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","790.4","08/12/2018, 00:00:00","EUR"
"300000282","Vente Et Réparation de Ordinateur","100000072","10101","10/10/2018, 00:00:00","12020.19","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000282 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","1919.19","10/07/2028, 00:00:00","EUR"
"300000283","JaTeCo","100000070","60482","10/11/2018, 00:00:00","71973.58","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000283 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","11491.58","02/27/2025, 00:00:00","EUR"
"300000284","Danish Fish Trading Company","100000089","7354","10/12/2018, 00:00:00","8751.26","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000284 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","1397.26","04/15/2022, 00:00:00","EUR"
"300000285","C.R.T.U.","100000075","4150","10/13/2018, 00:00:00","4938.5","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000285 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","788.5","01/12/2021, 00:00:00","EUR"
"300000286","Angeré","100000078","2711.97","10/14/2018, 00:00:00","3227.24","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000286 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","515.27","01/28/2021, 00:00:00","EUR"
"300000287","Baleda","100000077","7178.94","10/15/2018, 00:00:00","8542.94","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000287 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","1364","09/09/2019, 00:00:00","EUR"
"300000288","Pear Computing Services","100000056","2929.4","05/15/2023, 00:00:00","3485.98","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000288 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","556.58","05/15/2023, 00:00:00","EUR"
"300000289","Becker Berlin","100000047","5148.98","05/15/2023, 00:00:00","6127.29","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000289 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","978.31","05/15/2023, 00:00:00","EUR"
"300000290","Telecomunicaciones Star","100000055","11155.2","10/18/2018, 00:00:00","13274.68","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000290 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","2119.48","02/18/2027, 00:00:00","EUR"
"300000291","Angeré","100000078","1624.98","10/19/2018, 00:00:00","1933.73","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000291 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","308.75","01/30/2021, 00:00:00","EUR"
"300000292","Asia High tech","100000052","1810","10/20/2018, 00:00:00","2153.9","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000292 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1603</td>'); document.write('</tr>'); document.write('</table>'); </script>","343.9","07/17/2024, 00:00:00","EUR"
"300000293","Vente Et Réparation de Ordinateur","100000072","4725","05/15/2023, 00:00:00","5622.75","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000293 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","897.75","05/15/2023, 00:00:00","EUR"
"300000294","Asia High tech","100000052","17207","10/22/2018, 00:00:00","20476.33","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000294 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","3269.33","06/24/2024, 00:00:00","EUR"
"300000295","JaTeCo","100000070","75864","05/15/2023, 00:00:00","90278.16","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000295 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","14414.16","05/15/2023, 00:00:00","EUR"
"300000296","Getränkegroßhandel Janssen","100000069","10797","10/24/2018, 00:00:00","12848.43","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000296 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","2051.43","11/06/2022, 00:00:00","EUR"
"300000297","South American IT Company","100000087","897","10/25/2018, 00:00:00","1067.43","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000297 <script language="javascript" type="text/javascript"> document.write('<table>'); document.write('<tr>');document.write('<td>JStest-HT-1082</td>'); document.write('</tr>'); document.write('</table>'); </script>","170.43","07/10/2019, 00:00:00","EUR"
"300000298","Jologa","100000076","4418","10/26/2018, 00:00:00","5257.42","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000298 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","839.42","10/13/2024, 00:00:00","EUR"
"300000299","Developement Para O Governo","100000073","14081","10/27/2018, 00:00:00","16756.39","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000299 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","2675.39","04/09/2023, 00:00:00","EUR"
"300000300","Panorama Studios","100000050","6175.92","10/28/2018, 00:00:00","7349.35","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000300 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","1173.43","04/01/2024, 00:00:00","EUR"
"300000301","Florida Holiday Company","100000067","9456","10/29/2018, 00:00:00","11252.64","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000301 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 10</td></tr></table></body></html>","1796.64","04/19/2029, 00:00:00","EUR"
"300000302","Chemia A Technicznie Fabryka","100000086","2639","05/15/2023, 00:00:00","3140.41","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000302 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","501.41","05/15/2023, 00:00:00","EUR"
"300000303","New Line Design","100000058","5253","10/31/2018, 00:00:00","6251.07","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000303 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","998.07","12/03/2025, 00:00:00","EUR"
"300000304","Baleda","100000077","3314.97","05/15/2023, 00:00:00","3944.82","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000304 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 5</td></tr></table></body></html>","629.85","05/15/2023, 00:00:00","EUR"
"300000305","JaTeCo","100000070","105576","11/02/2018, 00:00:00","125635.44","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000305 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","20059.44","05/17/2019, 00:00:00","EUR"
"300000306","Indian IT Trading Company","100000085","819","05/15/2023, 00:00:00","974.61","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000306 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","155.61","05/15/2023, 00:00:00","EUR"
"300000307","C.R.T.U.","100000075","3084","11/04/2018, 00:00:00","3669.96","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000307 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 8</td></tr></table></body></html>","585.96","11/13/2020, 00:00:00","EUR"
"300000308","Becker Berlin","100000047","6451.97","11/05/2018, 00:00:00","7677.85","New","Initial","Initial","Initial","Initial","EPM DG: PO ID 0300000308 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1225.88","05/05/2027, 00:00:00","EUR"
"300000309","SAP","100000046","2902","11/06/2018, 00:00:00","3453.38","In Progress","Approved","Sent","Initial","Initial","EPM DG: PO ID 0300000309 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 3</td></tr></table></body></html>","551.38","03/05/2028, 00:00:00","EUR"
"300000310","Russian Electronic Trading Company","100000066","10626","05/15/2023, 00:00:00","12644.94","Closed","Approved","Confirmed","Delivered","Invoiced","EPM DG: PO ID 0300000310 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","2018.94","05/15/2023, 00:00:00","EUR"
"300000311","Laurent","100000053","3864","11/08/2018, 00:00:00","4598.16","Rejected","Rejected","Initial","Initial","Initial","EPM DG: PO ID 0300000311 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 4</td></tr></table></body></html>","734.16","06/13/2021, 00:00:00","EUR"
"300000312","PC Gym Tec","100000079","606.91","11/09/2018, 00:00:00","722.23","Cancelled","Approved","Cancelled","Initial","Initial","EPM DG: PO ID 0300000312 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 9</td></tr></table></body></html>","115.32","01/11/2024, 00:00:00","EUR"
"300000313","PicoBit","100000083","1978.6","11/10/2018, 00:00:00","2354.54","In Progress","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000313 <html><body><b>PO Items : </b><table id="tab1"><tr><td>Total Number of Items : </td><td> 7</td></tr></table></body></html>","375.94","01/24/2021, 00:00:00","EUR"
"300000314","Quimica Madrilenos","100000068","8640","11/11/2018, 00:00:00","10281.6","Cancelled","Approved","Initial","Initial","Initial","EPM DG: PO ID 0300000314 --- HT-1102 is a phantastic product! ... with "Umlauts" ä Ä ü Ü ö Ö ß","1641.6","04/26/2029, 00:00:00","EUR"
